hhid,num_inds,children_ind,hh_income_ind,age_ind,home_value_ind,state,total_amount_before_campaign,total_amount_during_campaign,total_transactions
72496,14,2+,0 to 50,30-39,noValue,NY,2.96,0.33,4
72497,9,1,0 to 50,30-39,201 to 500,MD,4.1,3.28,3
72505,10,0,0 to 50,50-59,101 to 200,NY,5.61,2.08,2
72509,10,2+,51 to 100,30-39,201 to 500,SC,6.73,7.12,3
72510,19,2+,0 to 50,60-64,noValue,CT,5.64,8.54,4
72513,7,2+,0 to 50,20-29,0 to 100,TX,6.01,0.0,2
72526,6,2+,0 to 50,noValue,noValue,SC,2.03,4.91,3
72527,22,2+,0 to 50,30-39,201 to 500,CA,14.66,13.26,5
72533,7,2+,51 to 100,40-49,101 to 200,NC,6.39,4.55,2
72536,6,0,0 to 50,30-39,noValue,FL,17.49,5.96,8
72538,20,1,0 to 50,noValue,noValue,MD,13.08,5.17,4
72539,4,0,51 to 100,30-39,noValue,CA,15.0,12.57,7
72542,26,0,51 to 100,noValue,201 to 500,NJ,11.45,0.0,3
72543,9,2+,101 to 150,50-59,noValue,NJ,3.98,2.2,5
72544,24,0,51 to 100,65+,201 to 500,NJ,11.11,4.78,6
72556,7,2+,51 to 100,noValue,noValue,KY,9.7,8.37,5
72566,20,2+,0 to 50,30-39,noValue,NJ,0.48,2.65,4
72572,18,0,0 to 50,50-59,noValue,NJ,3.96,2.47,4
72579,18,0,51 to 100,30-39,101 to 200,MD,0.0,3.53,3
72581,15,2+,51 to 100,60-64,noValue,MD,23.73,0.39,8
72589,11,0,0 to 50,50-59,0 to 100,PA,6.36,12.32,4
72591,12,0,0 to 50,noValue,noValue,NC,10.26,2.49,5
72594,13,2+,0 to 50,40-49,noValue,NY,11.65,1.37,5
72602,12,0,0 to 50,30-39,noValue,MA,5.75,3.98,3
72604,18,0,0 to 50,50-59,noValue,MS,4.97,1.85,4
72605,5,0,0 to 50,noValue,201 to 500,CA,7.2,4.62,3
72606,12,0,noValue,20-29,noValue,NJ,10.79,1.19,4
72611,25,2+,0 to 50,noValue,noValue,CT,4.5,2.69,4
72612,17,2+,51 to 100,65+,201 to 500,CA,4.99,6.21,3
72614,16,2+,51 to 100,65+,noValue,NY,1.32,5.0,2
72622,7,0,101 to 150,noValue,noValue,NJ,2.1,12.33,4
72623,12,2+,51 to 100,50-59,noValue,VA,0.0,0.0,3
72624,8,2+,0 to 50,40-49,noValue,NJ,8.48,4.75,3
72627,9,1,0 to 50,50-59,noValue,PA,2.29,3.84,3
72628,8,1,0 to 50,30-39,noValue,NC,4.05,4.36,3
72634,6,2+,51 to 100,40-49,noValue,ND,4.95,0.0,3
72642,8,1,51 to 100,30-39,noValue,WV,0.0,0.98,2
72647,14,0,51 to 100,noValue,noValue,MD,4.15,4.29,2
72648,16,1,51 to 100,30-39,noValue,CA,5.93,6.53,4
72659,7,2+,51 to 100,30-39,101 to 200,TX,5.31,2.68,5
72660,22,2+,0 to 50,40-49,noValue,CA,2.04,0.0,2
72661,5,0,51 to 100,30-39,noValue,LA,5.49,0.0,2
72663,7,0,0 to 50,60-64,noValue,FL,4.05,3.09,2
72666,29,0,0 to 50,30-39,noValue,NY,11.91,7.84,5
72668,8,0,noValue,noValue,noValue,MI,16.22,4.83,4
72669,11,1,0 to 50,40-49,201 to 500,NJ,11.15,7.26,7
72674,26,1,51 to 100,50-59,noValue,NJ,0.0,7.5,4
72675,10,0,0 to 50,noValue,noValue,FL,13.12,1.14,5
72680,25,0,0 to 50,noValue,noValue,CA,3.14,5.87,2
72699,13,2+,noValue,noValue,noValue,FL,3.78,7.48,4
72701,14,0,0 to 50,30-39,noValue,OH,8.1,8.27,5
72709,15,1,51 to 100,noValue,noValue,FL,7.18,2.85,3
72710,17,0,101 to 150,noValue,noValue,NY,5.59,3.34,3
72712,12,2+,0 to 50,noValue,noValue,NJ,21.68,3.97,9
72716,23,0,51 to 100,20-29,201 to 500,NJ,4.7,5.01,2
72721,7,2+,noValue,noValue,noValue,OH,7.36,6.49,7
72724,7,0,0 to 50,noValue,noValue,KY,0.0,1.92,4
72725,10,2+,51 to 100,30-39,noValue,LA,3.3,4.28,2
72726,9,0,51 to 100,20-29,201 to 500,PA,4.68,3.31,2
72727,6,0,51 to 100,noValue,101 to 200,AL,17.59,4.36,7
72732,16,1,0 to 50,noValue,0 to 100,GA,5.35,6.89,3
72740,7,1,0 to 50,50-59,noValue,CA,6.67,4.35,3
72746,20,2+,0 to 50,40-49,201 to 500,MA,6.47,2.69,2
72748,12,2+,51 to 100,noValue,noValue,GA,6.15,2.56,2
72749,8,0,51 to 100,40-49,noValue,NY,3.8,2.94,3
72752,17,0,51 to 100,noValue,noValue,CA,4.4,13.27,5
72753,17,2+,0 to 50,noValue,0 to 100,TX,9.91,12.64,5
72756,15,2+,51 to 100,noValue,noValue,NJ,5.89,3.27,3
72758,13,2+,0 to 50,noValue,noValue,FL,1.24,10.96,6
72762,16,2+,0 to 50,30-39,noValue,CA,7.77,12.95,5
72765,10,0,51 to 100,noValue,0 to 100,WV,9.65,4.05,7
72767,19,2+,0 to 50,noValue,noValue,PA,18.7,7.41,10
72768,22,0,0 to 50,50-59,noValue,NJ,3.88,2.86,3
72769,4,0,0 to 50,50-59,201 to 500,CA,11.49,2.33,4
72771,10,2+,noValue,65+,201 to 500,NY,14.78,3.35,7
72773,27,2+,noValue,noValue,noValue,MI,1.41,11.84,7
72776,3,0,0 to 50,50-59,0 to 100,NY,26.85,0.11,6
72778,18,1,51 to 100,20-29,noValue,FL,1.21,0.0,2
72783,28,0,0 to 50,65+,101 to 200,NJ,3.66,4.76,2
72784,10,0,0 to 50,50-59,201 to 500,FL,18.0,5.33,6
72788,7,0,0 to 50,noValue,noValue,TX,7.24,3.71,5
72791,11,1,51 to 100,noValue,noValue,FL,4.2,5.81,3
72809,15,0,0 to 50,noValue,101 to 200,OH,10.75,1.65,3
72811,8,2+,51 to 100,40-49,noValue,OR,10.83,4.78,5
72816,8,2+,noValue,30-39,noValue,MA,2.25,8.25,4
72818,22,0,0 to 50,noValue,noValue,NY,10.51,2.06,3
72822,17,2+,101 to 150,40-49,noValue,NY,0.8,3.22,6
72827,14,1,noValue,20-29,noValue,PA,7.8,1.41,3
72828,12,2+,51 to 100,40-49,101 to 200,OH,0.85,7.52,2
72833,10,1,noValue,noValue,201 to 500,CA,7.77,0.13,7
72836,30,2+,0 to 50,noValue,201 to 500,NY,12.27,7.28,7
72845,3,2+,0 to 50,40-49,noValue,CA,1.65,1.49,4
72847,11,0,0 to 50,50-59,0 to 100,VA,15.47,0.0,7
72854,19,2+,0 to 50,noValue,noValue,PA,7.57,6.06,3
72855,15,2+,0 to 50,40-49,201 to 500,NY,15.93,2.72,5
72870,16,0,0 to 50,noValue,noValue,CA,11.18,0.87,5
72878,12,0,0 to 50,30-39,101 to 200,PA,2.48,5.87,3
72879,17,0,51 to 100,noValue,201 to 500,FL,16.79,7.03,7
72880,14,2+,151+,20-29,501+,CA,2.92,6.07,3
72883,9,1,51 to 100,65+,noValue,NY,8.75,6.79,4
72884,28,0,0 to 50,noValue,noValue,GA,3.49,0.0,2
72889,5,2+,0 to 50,noValue,noValue,SC,6.51,5.52,7
72892,5,0,51 to 100,40-49,noValue,ME,13.65,19.58,14
72897,13,0,0 to 50,65+,noValue,FL,0.91,0.0,2
72898,6,2+,0 to 50,noValue,noValue,SC,7.26,3.76,2
72899,7,2+,0 to 50,60-64,101 to 200,VA,6.95,7.32,3
72901,12,2+,101 to 150,40-49,noValue,DE,4.07,9.69,5
72909,16,1,101 to 150,noValue,noValue,NY,2.64,0.0,2
72912,17,0,0 to 50,noValue,noValue,FL,14.69,1.21,5
72936,12,2+,noValue,noValue,101 to 200,FL,6.4,2.67,3
72940,6,1,101 to 150,noValue,noValue,CT,7.61,0.85,4
72942,15,0,51 to 100,noValue,noValue,FL,14.89,10.26,7
72954,7,0,51 to 100,20-29,noValue,NY,17.65,9.02,9
72956,4,2+,51 to 100,40-49,noValue,PA,20.04,3.99,8
72957,6,2+,noValue,40-49,noValue,NC,2.12,0.0,2
72958,10,1,101 to 150,40-49,201 to 500,NY,7.28,5.32,3
72960,10,0,0 to 50,65+,noValue,FL,19.47,3.69,8
72961,19,0,0 to 50,noValue,noValue,FL,4.65,5.4,4
72965,24,2+,51 to 100,40-49,noValue,FL,4.9,1.76,2
72966,12,2+,noValue,noValue,noValue,NC,0.37,5.83,2
72967,14,0,51 to 100,20-29,101 to 200,TX,6.04,3.73,3
72979,20,1,noValue,noValue,noValue,NJ,4.71,4.31,3
72982,17,2+,51 to 100,noValue,noValue,LA,9.18,4.35,5
72987,13,2+,noValue,50-59,noValue,MA,2.77,9.11,3
72989,9,2+,101 to 150,40-49,noValue,PA,16.65,0.87,6
72992,11,0,51 to 100,60-64,noValue,AL,3.79,2.72,3
72993,6,2+,51 to 100,noValue,noValue,PA,17.16,0.0,8
72995,10,2+,51 to 100,40-49,201 to 500,CA,17.86,4.97,7
72998,7,2+,0 to 50,noValue,noValue,MD,5.57,4.85,4
72999,13,0,0 to 50,65+,noValue,NH,3.56,7.91,2
73000,11,2+,51 to 100,noValue,noValue,OH,1.71,4.31,3
73011,18,2+,51 to 100,60-64,101 to 200,TX,7.36,6.18,7
73013,9,0,0 to 50,noValue,noValue,NY,7.83,1.73,4
73016,8,0,0 to 50,noValue,noValue,PA,5.43,2.99,3
73021,19,0,noValue,20-29,noValue,CT,3.26,7.1,3
73025,9,1,51 to 100,noValue,noValue,CA,9.23,4.41,4
73026,12,1,51 to 100,40-49,noValue,VA,14.42,4.1,8
73027,9,2+,noValue,20-29,201 to 500,MD,0.0,1.11,2
73028,8,2+,51 to 100,noValue,noValue,PA,6.1,1.77,4
73033,6,2+,101 to 150,50-59,noValue,NY,9.94,10.53,8
73036,6,2+,51 to 100,50-59,201 to 500,CA,1.73,0.0,2
73038,12,0,151+,noValue,noValue,FL,8.54,3.12,3
73044,8,2+,51 to 100,20-29,noValue,PA,7.35,0.0,3
73046,6,2+,51 to 100,40-49,noValue,TN,11.85,7.17,3
73048,9,2+,51 to 100,noValue,noValue,PA,19.51,4.06,6
73049,21,1,0 to 50,30-39,noValue,NY,11.84,4.81,5
73052,20,2+,0 to 50,noValue,201 to 500,CA,3.58,2.72,2
73064,17,0,0 to 50,30-39,noValue,NY,2.42,6.08,5
73065,9,0,51 to 100,65+,noValue,FL,9.06,17.17,6
73067,10,2+,0 to 50,noValue,noValue,CA,11.7,4.44,5
73068,3,2+,101 to 150,30-39,noValue,MA,23.53,8.36,10
73071,15,1,0 to 50,40-49,noValue,NJ,5.28,3.65,3
73077,12,2+,noValue,65+,noValue,GA,7.25,1.98,3
73079,11,2+,51 to 100,40-49,noValue,CA,4.49,1.32,2
73081,11,2+,0 to 50,65+,noValue,MI,10.25,7.48,4
73087,21,2+,51 to 100,40-49,noValue,FL,16.14,6.1,6
73088,17,0,0 to 50,60-64,noValue,UT,18.32,4.14,8
73093,24,0,51 to 100,noValue,noValue,PA,15.41,2.95,4
73100,18,2+,0 to 50,50-59,noValue,CA,17.94,1.85,7
73101,8,2+,0 to 50,noValue,101 to 200,IN,0.0,13.66,5
73102,16,2+,51 to 100,40-49,noValue,CA,13.29,9.78,9
73106,9,2+,151+,noValue,noValue,CA,12.62,4.53,3
73114,8,2+,151+,noValue,noValue,NY,18.63,2.08,9
73116,19,0,0 to 50,noValue,noValue,OH,2.99,2.57,2
73122,18,1,51 to 100,noValue,101 to 200,SC,5.49,0.0,3
73124,11,0,51 to 100,20-29,501+,NY,7.73,4.1,5
73126,22,0,0 to 50,50-59,noValue,FL,6.01,0.0,2
73130,5,2+,51 to 100,30-39,noValue,TX,0.61,6.16,3
73133,25,2+,0 to 50,40-49,0 to 100,PA,15.2,2.41,7
73141,30,0,101 to 150,noValue,noValue,FL,9.7,1.04,3
73147,14,0,51 to 100,50-59,201 to 500,NY,2.92,0.38,4
73155,12,2+,noValue,40-49,noValue,FL,16.02,5.91,8
73158,16,0,0 to 50,50-59,201 to 500,CA,0.92,0.16,2
73160,11,2+,51 to 100,60-64,noValue,NH,5.59,1.6,5
73168,12,2+,0 to 50,noValue,noValue,FL,0.88,1.84,2
73171,1,1,51 to 100,65+,noValue,MA,1.41,15.59,5
73174,6,0,0 to 50,50-59,0 to 100,AL,5.57,3.75,2
73175,12,1,51 to 100,20-29,noValue,CA,9.47,5.53,4
73176,23,0,0 to 50,20-29,noValue,MA,3.2,0.0,4
73178,6,2+,noValue,30-39,101 to 200,FL,10.13,5.27,5
73180,10,0,51 to 100,noValue,noValue,IN,5.33,7.5,4
73183,8,2+,51 to 100,40-49,noValue,NC,2.69,0.75,2
73188,7,0,51 to 100,65+,noValue,CA,13.55,9.79,6
73190,11,0,0 to 50,40-49,noValue,CA,3.17,6.99,8
73191,15,0,51 to 100,65+,noValue,MI,3.29,6.12,3
73203,24,0,51 to 100,65+,noValue,FL,9.92,1.63,6
73209,6,0,0 to 50,noValue,0 to 100,FL,1.2,1.71,3
73210,14,0,0 to 50,20-29,noValue,CA,8.57,1.75,3
73211,4,0,51 to 100,50-59,101 to 200,FL,4.44,7.99,4
73212,13,0,noValue,noValue,noValue,CA,0.0,0.16,2
73213,16,1,51 to 100,noValue,201 to 500,CA,5.51,20.81,4
73216,10,2+,51 to 100,30-39,noValue,FL,11.57,1.98,3
73220,11,0,0 to 50,50-59,101 to 200,FL,1.96,8.44,3
73227,10,1,0 to 50,30-39,noValue,PA,3.75,3.55,3
73233,9,2+,101 to 150,20-29,noValue,NY,2.04,1.95,5
73237,12,2+,51 to 100,30-39,noValue,CA,10.99,2.07,3
73250,17,0,noValue,60-64,noValue,CA,9.67,3.46,3
73252,4,0,0 to 50,noValue,noValue,CA,13.04,3.81,5
73256,24,1,51 to 100,noValue,noValue,NJ,18.9,5.59,5
73259,28,2+,51 to 100,40-49,noValue,FL,5.27,4.56,4
73267,13,2+,101 to 150,noValue,noValue,NJ,8.27,1.93,4
73269,13,2+,noValue,40-49,101 to 200,CA,7.22,1.59,4
73278,4,0,0 to 50,20-29,noValue,VA,6.51,4.14,4
73280,7,0,0 to 50,40-49,0 to 100,GA,20.42,4.88,8
73281,17,0,0 to 50,40-49,noValue,FL,1.8,4.23,3
73284,15,2+,noValue,noValue,noValue,PA,1.67,2.01,2
73303,13,1,51 to 100,50-59,201 to 500,CA,13.11,0.0,3
73313,18,0,0 to 50,20-29,noValue,MA,8.89,4.07,4
73315,4,0,51 to 100,60-64,noValue,CA,8.85,8.54,6
73317,8,2+,51 to 100,40-49,101 to 200,CA,21.78,1.93,6
73319,9,2+,0 to 50,noValue,0 to 100,MI,21.66,6.09,7
73321,5,2+,51 to 100,40-49,noValue,IN,25.13,0.0,6
73323,5,0,51 to 100,40-49,noValue,WV,13.02,10.51,4
73327,5,1,51 to 100,40-49,noValue,PA,2.04,1.66,3
73332,7,2+,51 to 100,40-49,noValue,OR,13.76,1.35,7
73334,7,2+,noValue,noValue,noValue,CA,0.72,5.58,2
73339,12,0,51 to 100,noValue,noValue,NJ,5.37,0.0,3
73344,5,0,noValue,65+,noValue,MA,7.56,1.78,4
73346,4,2+,51 to 100,50-59,noValue,NC,0.0,0.0,3
73352,1,1,noValue,60-64,noValue,VA,4.75,7.07,5
73354,10,0,0 to 50,30-39,101 to 200,NC,7.72,4.81,7
73364,8,2+,51 to 100,30-39,noValue,PA,7.38,0.41,4
73372,3,0,0 to 50,65+,noValue,NC,1.63,2.28,2
73373,11,0,0 to 50,20-29,noValue,CA,25.29,2.89,10
73375,7,2+,51 to 100,60-64,noValue,NC,11.72,3.06,5
73381,11,0,0 to 50,40-49,noValue,LA,2.44,6.84,2
73382,11,2+,0 to 50,20-29,0 to 100,NC,3.47,7.47,4
73389,9,2+,0 to 50,50-59,0 to 100,TX,6.68,3.84,5
73391,15,2+,0 to 50,30-39,101 to 200,CA,1.26,2.52,3
73394,10,0,51 to 100,65+,noValue,FL,10.02,1.74,5
73396,9,2+,51 to 100,noValue,noValue,NC,5.01,4.88,2
73407,19,0,noValue,60-64,noValue,NY,11.09,3.29,5
73416,5,2+,noValue,30-39,201 to 500,NJ,18.08,4.44,5
73422,9,0,51 to 100,20-29,201 to 500,NJ,10.97,1.07,6
73426,8,2+,noValue,50-59,noValue,FL,1.38,4.06,2
73434,9,1,0 to 50,50-59,noValue,IN,2.97,6.3,3
73437,3,0,0 to 50,65+,noValue,FL,5.59,1.32,2
73438,15,0,0 to 50,noValue,noValue,PA,15.42,1.77,4
73450,19,2+,51 to 100,noValue,noValue,VA,1.16,4.36,3
73456,15,2+,51 to 100,40-49,noValue,NY,0.0,15.81,4
73458,20,0,0 to 50,40-49,noValue,FL,15.67,3.25,8
73460,13,0,51 to 100,65+,noValue,VA,3.21,5.83,2
73464,14,0,0 to 50,30-39,101 to 200,NC,4.99,7.82,3
73472,18,1,0 to 50,40-49,101 to 200,AL,5.26,3.58,3
73474,18,2+,0 to 50,50-59,201 to 500,NY,5.76,0.0,2
73477,7,2+,101 to 150,40-49,noValue,NY,10.46,5.78,5
73479,3,0,0 to 50,noValue,noValue,MI,5.42,4.11,2
73482,16,0,51 to 100,noValue,noValue,NY,14.33,3.31,4
73483,8,0,0 to 50,20-29,201 to 500,NY,11.72,0.0,5
73484,12,1,0 to 50,noValue,0 to 100,FL,7.03,3.14,3
73485,7,1,0 to 50,40-49,201 to 500,CA,5.01,12.88,3
73488,4,0,0 to 50,noValue,noValue,AZ,3.74,5.85,4
73489,8,2+,51 to 100,noValue,noValue,NY,7.04,0.0,3
73491,17,0,0 to 50,noValue,noValue,AZ,14.24,1.83,7
73498,8,0,noValue,noValue,noValue,MS,0.0,3.2,2
73499,6,0,0 to 50,50-59,noValue,NY,6.55,7.56,8
73501,10,2+,51 to 100,noValue,noValue,MI,3.72,1.78,3
73504,4,0,51 to 100,40-49,201 to 500,TX,4.21,6.25,2
73511,5,2+,51 to 100,noValue,noValue,TX,8.77,4.06,5
73513,16,0,0 to 50,50-59,noValue,CA,5.05,1.55,4
73515,10,1,0 to 50,noValue,noValue,PA,12.92,3.73,6
73520,9,0,noValue,20-29,101 to 200,AL,11.02,12.16,6
73521,15,0,0 to 50,20-29,noValue,NY,6.27,7.98,4
73526,26,0,0 to 50,30-39,noValue,NJ,11.7,8.73,5
73527,15,1,0 to 50,noValue,noValue,FL,7.88,5.26,3
73528,9,0,0 to 50,65+,noValue,NJ,11.11,9.72,5
73536,9,0,0 to 50,50-59,201 to 500,CA,10.86,8.4,5
73542,21,2+,0 to 50,30-39,noValue,CA,3.12,5.14,2
73545,13,0,101 to 150,60-64,201 to 500,NY,8.27,4.16,3
73554,14,0,51 to 100,50-59,noValue,PA,0.87,2.91,3
73557,3,0,0 to 50,20-29,501+,CA,12.27,1.88,5
73564,10,1,51 to 100,30-39,noValue,MI,6.19,1.9,2
73569,14,0,101 to 150,noValue,noValue,MA,6.75,4.03,4
73572,15,2+,51 to 100,noValue,201 to 500,DE,5.33,4.15,2
73574,6,1,0 to 50,40-49,noValue,PA,3.32,5.95,2
73576,9,2+,0 to 50,noValue,noValue,NY,3.98,1.77,3
73580,5,0,51 to 100,40-49,noValue,MI,1.22,4.54,2
73595,26,0,51 to 100,noValue,noValue,MI,3.05,4.49,5
73600,14,2+,0 to 50,noValue,noValue,CA,6.29,8.37,2
73606,20,0,0 to 50,65+,noValue,NJ,12.84,9.49,6
73609,26,2+,0 to 50,40-49,noValue,NJ,20.09,1.9,7
73611,7,2+,noValue,40-49,noValue,IN,6.8,11.79,3
73614,18,0,0 to 50,30-39,noValue,TX,0.0,5.5,3
73616,10,0,0 to 50,noValue,0 to 100,PA,8.46,0.0,4
73622,15,0,51 to 100,noValue,noValue,RI,11.58,12.14,5
73625,18,2+,51 to 100,noValue,noValue,PA,4.42,0.32,3
73626,10,0,51 to 100,noValue,101 to 200,FL,14.02,7.76,7
73638,9,0,51 to 100,30-39,noValue,NY,0.87,4.42,2
73643,7,0,0 to 50,noValue,noValue,CA,5.89,6.38,4
73644,17,2+,51 to 100,noValue,101 to 200,MI,6.06,0.98,6
73646,9,1,noValue,40-49,noValue,FL,10.34,10.47,5
73648,10,2+,0 to 50,60-64,noValue,NJ,8.32,2.18,5
73650,6,2+,0 to 50,40-49,noValue,NY,3.24,0.0,2
73653,16,0,0 to 50,30-39,101 to 200,MI,10.14,1.69,7
73659,10,2+,51 to 100,40-49,noValue,NC,16.83,8.19,7
73660,5,2+,51 to 100,noValue,noValue,GA,5.71,1.08,6
73662,7,0,0 to 50,65+,0 to 100,SC,8.8,2.61,4
73665,9,2+,0 to 50,30-39,noValue,PA,7.72,1.12,4
73671,10,2+,0 to 50,30-39,101 to 200,CA,14.24,3.79,9
73675,11,0,51 to 100,noValue,201 to 500,CA,7.15,7.9,5
73680,12,0,0 to 50,60-64,101 to 200,FL,2.49,10.77,3
73692,6,1,51 to 100,50-59,noValue,CA,5.17,2.77,3
73699,17,0,0 to 50,noValue,noValue,CA,3.8,7.79,5
73703,5,0,51 to 100,30-39,noValue,OH,4.06,8.29,3
73716,7,1,noValue,40-49,noValue,LA,11.87,8.07,4
73718,16,0,101 to 150,50-59,noValue,NY,6.77,2.47,4
73721,13,2+,51 to 100,noValue,101 to 200,NE,16.89,5.1,4
73726,21,2+,51 to 100,20-29,noValue,NY,6.05,0.94,3
73727,20,0,51 to 100,60-64,noValue,NJ,7.77,3.04,6
73742,12,2+,51 to 100,40-49,noValue,FL,1.61,2.33,2
73743,17,0,0 to 50,noValue,0 to 100,MI,6.88,3.24,3
73755,9,0,101 to 150,65+,201 to 500,WA,3.65,4.66,2
73757,19,2+,noValue,40-49,noValue,CA,2.65,7.57,3
73759,15,2+,151+,30-39,201 to 500,MI,7.86,4.56,4
73769,25,0,51 to 100,60-64,noValue,NY,0.8,1.44,3
73776,11,0,0 to 50,30-39,101 to 200,CT,7.13,3.21,3
73779,16,0,0 to 50,30-39,noValue,DC,1.3,9.39,6
73782,11,2+,51 to 100,40-49,noValue,CA,3.28,5.27,4
73791,7,1,51 to 100,noValue,noValue,GA,8.16,13.54,5
73801,7,1,51 to 100,50-59,noValue,SC,0.0,8.54,3
73805,7,2+,51 to 100,20-29,0 to 100,NY,12.94,7.37,5
73807,5,1,noValue,50-59,noValue,CA,11.5,0.38,4
73811,16,0,51 to 100,30-39,0 to 100,MS,7.06,2.69,4
73814,17,1,0 to 50,30-39,noValue,MI,11.62,0.64,4
73815,21,1,51 to 100,noValue,101 to 200,DE,3.93,4.1,4
73821,26,0,0 to 50,65+,noValue,NY,8.52,4.18,7
73826,25,2+,51 to 100,40-49,noValue,CA,0.0,5.37,2
73830,10,2+,noValue,noValue,noValue,KY,4.04,0.0,2
73841,9,2+,51 to 100,noValue,noValue,MI,13.96,2.43,4
73844,6,2+,0 to 50,20-29,101 to 200,CA,6.59,4.68,3
73845,10,0,noValue,40-49,noValue,FL,24.91,0.0,7
73848,17,2+,0 to 50,noValue,noValue,MI,3.79,4.48,3
73853,12,2+,101 to 150,40-49,101 to 200,IN,1.41,10.64,3
73857,9,0,0 to 50,40-49,noValue,OH,11.31,4.86,7
73858,17,1,51 to 100,40-49,101 to 200,OH,8.1,7.13,6
73863,10,2+,51 to 100,50-59,201 to 500,MD,5.79,4.33,3
73865,12,0,0 to 50,noValue,noValue,AL,10.3,9.2,6
73871,14,0,51 to 100,noValue,noValue,NY,16.36,4.77,4
73872,23,0,0 to 50,30-39,noValue,NY,6.61,2.33,3
73874,3,2+,51 to 100,noValue,101 to 200,LA,7.39,0.27,2
73880,9,1,51 to 100,noValue,noValue,GA,5.03,3.45,3
73887,11,1,101 to 150,50-59,101 to 200,PA,3.25,1.77,2
73889,9,1,0 to 50,50-59,101 to 200,MI,2.71,6.58,2
73892,7,2+,noValue,noValue,noValue,IN,10.32,3.8,5
73897,12,2+,151+,noValue,noValue,CA,17.26,0.0,6
73899,9,2+,0 to 50,noValue,0 to 100,NE,9.96,3.14,5
73901,4,2+,0 to 50,40-49,noValue,TN,3.31,0.0,4
73903,7,0,noValue,40-49,201 to 500,NY,4.91,0.0,5
73909,7,2+,0 to 50,50-59,noValue,TX,4.17,4.14,3
73915,11,2+,0 to 50,40-49,noValue,LA,3.66,1.73,2
73917,3,1,noValue,50-59,0 to 100,PA,10.9,5.29,4
73919,12,0,0 to 50,noValue,noValue,NC,3.09,4.53,3
73920,15,2+,0 to 50,65+,noValue,CA,10.25,3.47,4
73930,13,0,0 to 50,65+,noValue,NY,5.21,0.0,3
73940,11,0,0 to 50,noValue,0 to 100,FL,0.0,3.43,2
73941,23,2+,101 to 150,40-49,noValue,NY,14.78,2.08,4
73943,25,0,51 to 100,65+,101 to 200,TX,1.15,5.02,2
73944,14,2+,0 to 50,noValue,201 to 500,NJ,13.32,3.22,12
73948,13,2+,51 to 100,noValue,noValue,ME,4.64,4.98,2
73949,8,1,0 to 50,50-59,0 to 100,NY,7.68,4.95,4
73957,25,0,51 to 100,50-59,101 to 200,FL,8.69,6.21,3
73962,15,0,51 to 100,20-29,101 to 200,FL,20.51,1.49,8
73963,11,0,51 to 100,60-64,201 to 500,FL,2.18,4.78,3
73965,10,2+,151+,40-49,noValue,CA,1.83,1.51,2
73974,5,2+,0 to 50,30-39,noValue,NY,13.03,9.55,5
73979,14,0,0 to 50,20-29,noValue,CA,5.31,1.32,4
73980,17,1,noValue,30-39,noValue,CA,10.46,3.29,4
73982,8,0,0 to 50,60-64,noValue,MI,12.03,6.46,5
73986,5,2+,0 to 50,noValue,noValue,CA,5.06,9.08,3
73989,22,1,51 to 100,60-64,noValue,CA,8.11,3.6,4
74009,6,2+,0 to 50,noValue,101 to 200,NJ,4.89,3.34,2
74010,11,0,51 to 100,noValue,201 to 500,PA,19.33,5.18,7
74013,5,1,51 to 100,20-29,201 to 500,VA,5.73,0.0,3
74014,10,2+,51 to 100,20-29,201 to 500,VA,1.25,0.51,3
74021,9,2+,51 to 100,50-59,noValue,OH,3.57,3.65,2
74031,17,1,noValue,noValue,noValue,MI,6.16,0.29,3
74033,3,0,0 to 50,30-39,0 to 100,KY,8.69,5.11,6
74035,4,0,0 to 50,20-29,noValue,TN,4.78,3.74,2
74057,7,0,51 to 100,65+,201 to 500,NY,10.35,0.0,5
74063,12,0,0 to 50,65+,noValue,NY,8.24,8.46,2
74068,12,0,0 to 50,50-59,noValue,CA,13.49,4.73,8
74069,5,1,51 to 100,noValue,noValue,NC,17.3,3.21,5
74072,19,2+,101 to 150,noValue,noValue,MD,1.66,7.62,4
74075,13,0,0 to 50,30-39,201 to 500,CA,10.86,2.95,8
74080,14,0,51 to 100,40-49,noValue,NJ,18.13,2.64,5
74081,9,0,51 to 100,65+,noValue,NY,3.48,2.98,3
74082,5,2+,51 to 100,noValue,noValue,GA,16.54,2.56,6
74085,5,0,0 to 50,60-64,201 to 500,CA,9.21,1.01,3
74087,11,1,0 to 50,50-59,noValue,FL,1.22,0.91,3
74092,6,2+,51 to 100,50-59,noValue,NJ,7.15,8.56,4
74093,11,0,101 to 150,noValue,noValue,CA,2.75,3.05,2
74094,11,0,0 to 50,30-39,201 to 500,NY,3.93,12.2,4
74097,12,2+,0 to 50,20-29,noValue,NC,4.09,1.12,3
74107,9,2+,0 to 50,40-49,101 to 200,NC,6.08,4.79,4
74109,10,0,0 to 50,40-49,noValue,FL,9.07,3.48,6
74112,21,0,51 to 100,65+,201 to 500,CO,4.68,0.9,2
74113,19,0,51 to 100,30-39,201 to 500,NJ,0.87,3.99,3
74116,15,2+,0 to 50,noValue,noValue,OH,7.44,3.02,4
74117,11,0,noValue,noValue,noValue,FL,2.76,4.53,2
74118,8,1,51 to 100,60-64,noValue,OR,2.65,3.96,4
74121,7,0,0 to 50,30-39,noValue,NY,8.89,2.67,2
